"","taxon.name","cartodb_id","comarca","provincia","nom_comar","sup_comar","geometry"
"287","Senecio angulatus",19,13,"08","Barcelonès",146.29,c(2.1338916667, 41.3905966667)
"288","Mirabilis jalapa",19,13,"08","Barcelonès",146.29,c(2.1338966667, 41.39065)
"289","Mirabilis jalapa",19,13,"08","Barcelonès",146.29,c(2.1339016667, 41.3906083333)
"290","Senecio angulatus",19,13,"08","Barcelonès",146.29,c(2.1339266667, 41.390535)
"291","Mesembryanthemum cordifolium",19,13,"08","Barcelonès",146.29,c(2.1339433333, 41.39059)
"292","Mirabilis jalapa",19,13,"08","Barcelonès",146.29,c(2.1340883333, 41.3902683333)
"293","Mirabilis jalapa",19,13,"08","Barcelonès",146.29,c(2.1341, 41.3904466667)
"294","Mirabilis jalapa",19,13,"08","Barcelonès",146.29,c(2.134145, 41.39011)
"295","Dichondra micrantha",19,13,"08","Barcelonès",146.29,c(2.1354616667, 41.3650316667)
"296","Dichondra micrantha",19,13,"08","Barcelonès",146.29,c(2.13548, 41.36495)
"297","Mirabilis jalapa",19,13,"08","Barcelonès",146.29,c(2.1353221667, 41.36808)
"298","Dichondra micrantha",19,13,"08","Barcelonès",146.29,c(2.1341766667, 41.3903416667)
"299","Dichondra micrantha",19,13,"08","Barcelonès",146.29,c(2.1355516667, 41.3653433333)
"300","Mirabilis jalapa",19,13,"08","Barcelonès",146.29,c(2.13427, 41.3901883333)
"301","Mesembryanthemum cordifolium",19,13,"08","Barcelonès",146.29,c(2.1357106045, 41.3686723316)
"302","Dichondra micrantha",19,13,"08","Barcelonès",146.29,c(2.1346277514, 41.3904943854)
"303","Kalanchoe × houghtonii",19,13,"08","Barcelonès",146.29,c(2.1353593406, 41.3790083216)
"304","Mesembryanthemum cordifolium",19,13,"08","Barcelonès",146.29,c(2.13605, 41.366155)
"305","Lantana camara",19,13,"08","Barcelonès",146.29,c(2.1348333333, 41.389805)
"306","Lantana camara",19,13,"08","Barcelonès",146.29,c(2.1355733333, 41.3895933333)
"307","Kalanchoe × houghtonii",19,13,"08","Barcelonès",146.29,c(2.1368983333, 41.3657516667)
"308","Kalanchoe × houghtonii",19,13,"08","Barcelonès",146.29,c(2.13698, 41.3662333333)
"309","Kalanchoe × houghtonii",19,13,"08","Barcelonès",146.29,c(2.1370466667, 41.3657466667)
"310","Kalanchoe × houghtonii",19,13,"08","Barcelonès",146.29,c(2.1370816667, 41.3658266667)
"311","Kalanchoe × houghtonii",19,13,"08","Barcelonès",146.29,c(2.1370933333, 41.3658433333)
"312","Mesembryanthemum cordifolium",19,13,"08","Barcelonès",146.29,c(2.137115, 41.3659516667)
"313","Mesembryanthemum cordifolium",19,13,"08","Barcelonès",146.29,c(2.1371366667, 41.365925)
"314","Mesembryanthemum cordifolium",19,13,"08","Barcelonès",146.29,c(2.137155, 41.3659333333)
"315","Mesembryanthemum cordifolium",19,13,"08","Barcelonès",146.29,c(2.1371666667, 41.365975)
"316","Mesembryanthemum cordifolium",19,13,"08","Barcelonès",146.29,c(2.1371783333, 41.3659616667)
"317","Mesembryanthemum cordifolium",19,13,"08","Barcelonès",146.29,c(2.1372146, 41.365914)
"318","Mesembryanthemum cordifolium",19,13,"08","Barcelonès",146.29,c(2.1372266667, 41.3659316667)
"319","Mesembryanthemum cordifolium",19,13,"08","Barcelonès",146.29,c(2.1372333333, 41.36593)
"320","Mesembryanthemum cordifolium",19,13,"08","Barcelonès",146.29,c(2.13728, 41.3658833333)
"321","Mesembryanthemum cordifolium",19,13,"08","Barcelonès",146.29,c(2.1372966667, 41.3659316667)
"322","Dichondra micrantha",19,13,"08","Barcelonès",146.29,c(2.1360163974, 41.3909099448)
"323","Kalanchoe × houghtonii",19,13,"08","Barcelonès",146.29,c(2.13732, 41.365965)
"324","Kalanchoe × houghtonii",19,13,"08","Barcelonès",146.29,c(2.1373833333, 41.365855)
"325","Senecio angulatus",19,13,"08","Barcelonès",146.29,c(2.134255905, 41.4266299229)
"326","Kalanchoe × houghtonii",19,13,"08","Barcelonès",146.29,c(2.1374433333, 41.3658916667)
"327","Mesembryanthemum cordifolium",19,13,"08","Barcelonès",146.29,c(2.13749, 41.36594)
"328","Mesembryanthemum cordifolium",19,13,"08","Barcelonès",146.29,c(2.1370916667, 41.3768466667)
"329","Mesembryanthemum cordifolium",19,13,"08","Barcelonès",146.29,c(2.1376516667, 41.3661283333)
"330","Mesembryanthemum cordifolium",19,13,"08","Barcelonès",146.29,c(2.137735, 41.3659083333)
"331","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1377518494, 41.3729292993)
"332","Mesembryanthemum cordifolium",19,13,"08","Barcelonès",146.29,c(2.1376066667, 41.3913633333)
"333","Lantana camara",19,13,"08","Barcelonès",146.29,c(2.1385166667, 41.378645)
"334","Mesembryanthemum cordifolium",19,13,"08","Barcelonès",146.29,c(2.1380466667, 41.39145)
"335","Mesembryanthemum cordifolium",19,13,"08","Barcelonès",146.29,c(2.138095, 41.3915433333)
"336","Mesembryanthemum cordifolium",19,13,"08","Barcelonès",146.29,c(2.1381416667, 41.3914183333)
"337","Dichondra micrantha",19,13,"08","Barcelonès",146.29,c(2.1381723308, 41.3911104868)
"338","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1364751179, 41.4260019176)
"339","Mesembryanthemum cordifolium",19,13,"08","Barcelonès",146.29,c(2.1383333333, 41.3913283333)
"340","Mesembryanthemum cordifolium",19,13,"08","Barcelonès",146.29,c(2.1384683333, 41.3918233333)
"341","Mesembryanthemum cordifolium",19,13,"08","Barcelonès",146.29,c(2.1384916667, 41.3914866667)
"342","Mesembryanthemum cordifolium",19,13,"08","Barcelonès",146.29,c(2.1386433333, 41.39128)
"343","Mesembryanthemum cordifolium",19,13,"08","Barcelonès",146.29,c(2.1386466667, 41.39141)
"344","Mesembryanthemum cordifolium",19,13,"08","Barcelonès",146.29,c(2.13864, 41.3915566667)
"345","Mesembryanthemum cordifolium",19,13,"08","Barcelonès",146.29,c(2.138715, 41.3917266667)
"346","Mesembryanthemum cordifolium",19,13,"08","Barcelonès",146.29,c(2.1387416667, 41.3916333333)
"347","Mesembryanthemum cordifolium",19,13,"08","Barcelonès",146.29,c(2.13874, 41.3916716667)
"348","Mesembryanthemum cordifolium",19,13,"08","Barcelonès",146.29,c(2.13879, 41.3914316667)
"349","Mesembryanthemum cordifolium",19,13,"08","Barcelonès",146.29,c(2.138885, 41.3916366667)
"350","Mesembryanthemum cordifolium",19,13,"08","Barcelonès",146.29,c(2.13895, 41.3916733333)
"351","Mesembryanthemum cordifolium",19,13,"08","Barcelonès",146.29,c(2.139045, 41.3916966667)
"352","Mesembryanthemum cordifolium",19,13,"08","Barcelonès",146.29,c(2.1390733333, 41.3916333333)
"353","Mesembryanthemum cordifolium",19,13,"08","Barcelonès",146.29,c(2.1391366667, 41.3917916667)
"354","Mesembryanthemum cordifolium",19,13,"08","Barcelonès",146.29,c(2.1392266667, 41.3918166667)
"355","Mesembryanthemum cordifolium",19,13,"08","Barcelonès",146.29,c(2.1395533333, 41.391375)
"356","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1397316667, 41.39179)
"357","Mirabilis jalapa",19,13,"08","Barcelonès",146.29,c(2.1398333333, 41.3913483333)
"358","Mirabilis jalapa",19,13,"08","Barcelonès",146.29,c(2.139875, 41.3910733333)
"359","Mirabilis jalapa",19,13,"08","Barcelonès",146.29,c(2.140035, 41.391365)
"360","Mirabilis jalapa",19,13,"08","Barcelonès",146.29,c(2.1400783333, 41.391265)
"361","Mesembryanthemum cordifolium",19,13,"08","Barcelonès",146.29,c(2.1399853751, 41.3968564729)
"362","Lantana camara",19,13,"08","Barcelonès",146.29,c(2.1403694368, 41.3943716183)
"363","Mesembryanthemum cordifolium",19,13,"08","Barcelonès",146.29,c(2.1420033333, 41.3695183333)
"364","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1391629428, 41.4259474771)
"365","Lantana",19,13,"08","Barcelonès",146.29,c(2.1400001049, 41.4099998474)
"366","Mesembryanthemum cordifolium",19,13,"08","Barcelonès",146.29,c(2.14222, 41.3695183333)
"367","Lantana",19,13,"08","Barcelonès",146.29,c(2.1411862504, 41.3950292766)
"368","Kalanchoe × houghtonii",19,13,"08","Barcelonès",146.29,c(2.142278, 41.376033)
"369","Lantana camara",19,13,"08","Barcelonès",146.29,c(2.141347602, 41.3944772026)
"370","Mirabilis jalapa",19,13,"08","Barcelonès",146.29,c(2.1416133333, 41.391435)
"371","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.142845, 41.3700583333)
"372","Mesembryanthemum cordifolium",19,13,"08","Barcelonès",146.29,c(2.141805, 41.391475)
"373","Mesembryanthemum cordifolium",19,13,"08","Barcelonès",146.29,c(2.1418033333, 41.3917633333)
"374","Kalanchoe × houghtonii",19,13,"08","Barcelonès",146.29,c(2.1418133333, 41.3916183333)
"375","Lantana",19,13,"08","Barcelonès",146.29,c(2.1427066667, 41.3759766667)
"376","Mirabilis jalapa",19,13,"08","Barcelonès",146.29,c(2.141925, 41.3919116667)
"377","Mesembryanthemum cordifolium",19,13,"08","Barcelonès",146.29,c(2.1419733333, 41.3917883333)
"378","Mirabilis jalapa",19,13,"08","Barcelonès",146.29,c(2.1419816667, 41.3918166667)
"379","Mirabilis jalapa",19,13,"08","Barcelonès",146.29,c(2.1420066667, 41.39183)
"380","Mirabilis jalapa",19,13,"08","Barcelonès",146.29,c(2.142015, 41.3917916667)
"381","Mirabilis jalapa",19,13,"08","Barcelonès",146.29,c(2.142055, 41.3914233333)
"382","Mirabilis jalapa",19,13,"08","Barcelonès",146.29,c(2.142045, 41.3917966667)
"383","Mirabilis jalapa",19,13,"08","Barcelonès",146.29,c(2.1420383333, 41.39196)
"384","Mirabilis jalapa",19,13,"08","Barcelonès",146.29,c(2.14207, 41.3918633333)
"385","Senecio angulatus",19,13,"08","Barcelonès",146.29,c(2.1399961039, 41.4320101077)
"386","Mesembryanthemum cordifolium",19,13,"08","Barcelonès",146.29,c(2.1420916667, 41.39182)
"387","Mirabilis jalapa",19,13,"08","Barcelonès",146.29,c(2.1421166667, 41.3916033333)
"388","Mirabilis jalapa",19,13,"08","Barcelonès",146.29,c(2.1421183333, 41.39172)
"389","Mirabilis jalapa",19,13,"08","Barcelonès",146.29,c(2.14214, 41.3916183333)
"390","Mirabilis jalapa",19,13,"08","Barcelonès",146.29,c(2.1421683333, 41.3919033333)
"391","Mirabilis jalapa",19,13,"08","Barcelonès",146.29,c(2.1421733333, 41.3919266667)
"392","Mirabilis jalapa",19,13,"08","Barcelonès",146.29,c(2.1421766667, 41.39191)
"393","Mirabilis jalapa",19,13,"08","Barcelonès",146.29,c(2.1421933333, 41.3918516667)
"394","Mirabilis jalapa",19,13,"08","Barcelonès",146.29,c(2.142215, 41.3918816667)
"395","Mesembryanthemum cordifolium",19,13,"08","Barcelonès",146.29,c(2.1422316667, 41.3917816667)
"396","Mirabilis jalapa",19,13,"08","Barcelonès",146.29,c(2.1422466667, 41.3917116667)
"397","Mirabilis jalapa",19,13,"08","Barcelonès",146.29,c(2.1422466667, 41.39175)
"398","Mesembryanthemum cordifolium",19,13,"08","Barcelonès",146.29,c(2.1422533333, 41.391975)
"399","Mirabilis jalapa",19,13,"08","Barcelonès",146.29,c(2.1423066667, 41.3915116667)
"400","Mesembryanthemum cordifolium",19,13,"08","Barcelonès",146.29,c(2.1422966667, 41.3917466667)
"401","Mirabilis jalapa",19,13,"08","Barcelonès",146.29,c(2.1422916667, 41.3919616667)
"402","Kalanchoe × houghtonii",19,13,"08","Barcelonès",146.29,c(2.1434, 41.370635)
"403","Mesembryanthemum cordifolium",19,13,"08","Barcelonès",146.29,c(2.1423233333, 41.3916583333)
"404","Mirabilis jalapa",19,13,"08","Barcelonès",146.29,c(2.1423133333, 41.3918533333)
"405","Mirabilis jalapa",19,13,"08","Barcelonès",146.29,c(2.14231, 41.3919333333)
"406","Mirabilis jalapa",19,13,"08","Barcelonès",146.29,c(2.1423266667, 41.3916233333)
"407","Mirabilis jalapa",19,13,"08","Barcelonès",146.29,c(2.1423466667, 41.3917733333)
"408","Mirabilis jalapa",19,13,"08","Barcelonès",146.29,c(2.142345, 41.3918483333)
"409","Mesembryanthemum cordifolium",19,13,"08","Barcelonès",146.29,c(2.142365, 41.3916383333)
"410","Mirabilis jalapa",19,13,"08","Barcelonès",146.29,c(2.1424083333, 41.3918216667)
"411","Mirabilis jalapa",19,13,"08","Barcelonès",146.29,c(2.142435, 41.3916866667)
"412","Mesembryanthemum cordifolium",19,13,"08","Barcelonès",146.29,c(2.142435, 41.391885)
"413","Mirabilis jalapa",19,13,"08","Barcelonès",146.29,c(2.1424716667, 41.39167)
"414","Mirabilis jalapa",19,13,"08","Barcelonès",146.29,c(2.1425166667, 41.391915)
"415","Mirabilis jalapa",19,13,"08","Barcelonès",146.29,c(2.142535, 41.3917416667)
"416","Mirabilis jalapa",19,13,"08","Barcelonès",146.29,c(2.1425533333, 41.391905)
"417","Mirabilis jalapa",19,13,"08","Barcelonès",146.29,c(2.1426183333, 41.3917466667)
"418","Mirabilis jalapa",19,13,"08","Barcelonès",146.29,c(2.142625, 41.3918283333)
"419","Mirabilis jalapa",19,13,"08","Barcelonès",146.29,c(2.1426483333, 41.39155)
"420","Dichondra micrantha",19,13,"08","Barcelonès",146.29,c(2.1426016667, 41.3926)
"421","Mesembryanthemum cordifolium",19,13,"08","Barcelonès",146.29,c(2.1426466667, 41.3917383333)
"422","Mesembryanthemum cordifolium",19,13,"08","Barcelonès",146.29,c(2.1429, 41.3901133333)
"423","Kalanchoe × houghtonii",19,13,"08","Barcelonès",146.29,c(2.1422361667, 41.4073416667)
"424","Dichondra micrantha",19,13,"08","Barcelonès",146.29,c(2.1433742381, 41.3926295138)
"425","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1412496176, 41.4342681086)
"426","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1452251542, 41.366604399)
"427","Dichondra micrantha",19,13,"08","Barcelonès",146.29,c(2.1440260103, 41.3926466824)
"428","Dichondra micrantha",19,13,"08","Barcelonès",146.29,c(2.143995, 41.3933133333)
"429","Senecio angulatus",19,13,"08","Barcelonès",146.29,c(2.1457839757, 41.3668599197)
"430","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1435052937, 41.4117497142)
"431","Ipomoea indica",19,13,"08","Barcelonès",146.29,c(2.1461721667, 41.3616633333)
"432","Senecio angulatus",19,13,"08","Barcelonès",146.29,c(2.1460925854, 41.363988797)
"433","Mesembryanthemum cordifolium",19,13,"08","Barcelonès",146.29,c(2.143975, 41.41094167)
"434","Ipomoea indica",19,13,"08","Barcelonès",146.29,c(2.14457217, 41.41230833)
"435","Mesembryanthemum cordifolium",19,13,"08","Barcelonès",146.29,c(2.14666, 41.372865)
"436","Senecio angulatus",19,13,"08","Barcelonès",146.29,c(2.1433416667, 41.43726)
"437","Cenchrus longisetus",19,13,"08","Barcelonès",146.29,c(2.1446695, 41.41254667)
"438","Senecio angulatus",19,13,"08","Barcelonès",146.29,c(2.1446116667, 41.4379733333)
"439","Lantana camara",19,13,"08","Barcelonès",146.29,c(2.1446897183, 41.4376830636)
"440","Senecio angulatus",19,13,"08","Barcelonès",146.29,c(2.1447214857, 41.4378116839)
"441","Senecio angulatus",19,13,"08","Barcelonès",146.29,c(2.1448866667, 41.43792)
"442","Lantana camara",19,13,"08","Barcelonès",146.29,c(2.1449330449, 41.4370884933)
"443","Cenchrus longisetus",19,13,"08","Barcelonès",146.29,c(2.14523, 41.4377933333)
"444","Mesembryanthemum cordifolium",19,13,"08","Barcelonès",146.29,c(2.149915, 41.3550966667)
"445","Ipomoea indica",19,13,"08","Barcelonès",146.29,c(2.14663432, 41.41903165)
"446","Mesembryanthemum cordifolium",19,13,"08","Barcelonès",146.29,c(2.1503166667, 41.354955)
"447","Cenchrus longisetus",19,13,"08","Barcelonès",146.29,c(2.1460816667, 41.43751)
"448","Senecio angulatus",19,13,"08","Barcelonès",146.29,c(2.1470429376, 41.4199750359)
"449","Lantana camara",19,13,"08","Barcelonès",146.29,c(2.1486653388, 41.3918887783)
"450","Cenchrus longisetus",19,13,"08","Barcelonès",146.29,c(2.1464666667, 41.4374433333)
"451","Mesembryanthemum cordifolium",19,13,"08","Barcelonès",146.29,c(2.1507783333, 41.3556383333)
"452","Mesembryanthemum cordifolium",19,13,"08","Barcelonès",146.29,c(2.150805, 41.3556316667)
"453","Cenchrus longisetus",19,13,"08","Barcelonès",146.29,c(2.1466333333, 41.4370083333)
"454","Mesembryanthemum cordifolium",19,13,"08","Barcelonès",146.29,c(2.1510283333, 41.3548016667)
"455","Mesembryanthemum cordifolium",19,13,"08","Barcelonès",146.29,c(2.1510116667, 41.3558533333)
"456","Mesembryanthemum cordifolium",19,13,"08","Barcelonès",146.29,c(2.151065, 41.3560283333)
"457","Mesembryanthemum cordifolium",19,13,"08","Barcelonès",146.29,c(2.1500533333, 41.3766466667)
"458","Mesembryanthemum cordifolium",19,13,"08","Barcelonès",146.29,c(2.1512183333, 41.3548616667)
"459","Mesembryanthemum cordifolium",19,13,"08","Barcelonès",146.29,c(2.1511616667, 41.356425)
"460","Mesembryanthemum cordifolium",19,13,"08","Barcelonès",146.29,c(2.1512366667, 41.35614)
"461","Mesembryanthemum cordifolium",19,13,"08","Barcelonès",146.29,c(2.1512333333, 41.3562683333)
"462","Mesembryanthemum cordifolium",19,13,"08","Barcelonès",146.29,c(2.1512516667, 41.35598)
"463","Mesembryanthemum cordifolium",19,13,"08","Barcelonès",146.29,c(2.151265, 41.3559966667)
"464","Mesembryanthemum cordifolium",19,13,"08","Barcelonès",146.29,c(2.1512916667, 41.356275)
"465","Lantana",19,13,"08","Barcelonès",146.29,c(2.1485778364, 41.4125531075)
"466","Mesembryanthemum cordifolium",19,13,"08","Barcelonès",146.29,c(2.1516633333, 41.354645)
"467","Mesembryanthemum cordifolium",19,13,"08","Barcelonès",146.29,c(2.1517616667, 41.354775)
"468","Mesembryanthemum cordifolium",19,13,"08","Barcelonès",146.29,c(2.1517083333, 41.35634)
"469","Mesembryanthemum cordifolium",19,13,"08","Barcelonès",146.29,c(2.1518033333, 41.3546933333)
"470","Mesembryanthemum cordifolium",19,13,"08","Barcelonès",146.29,c(2.1518, 41.3547633333)
"471","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1511795744, 41.367311329)
"472","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1476544812, 41.435805182)
"473","Mesembryanthemum cordifolium",19,13,"08","Barcelonès",146.29,c(2.1518183333, 41.3563883333)
"474","Mesembryanthemum cordifolium",19,13,"08","Barcelonès",146.29,c(2.1519183333, 41.3547216667)
"475","Mesembryanthemum cordifolium",19,13,"08","Barcelonès",146.29,c(2.1519066667, 41.3550066667)
"476","Mesembryanthemum cordifolium",19,13,"08","Barcelonès",146.29,c(2.151865, 41.3567133333)
"477","Kalanchoe × houghtonii",19,13,"08","Barcelonès",146.29,c(2.1519766667, 41.3547266667)
"478","Mesembryanthemum cordifolium",19,13,"08","Barcelonès",146.29,c(2.15202, 41.35474)
"479","Mesembryanthemum cordifolium",19,13,"08","Barcelonès",146.29,c(2.1520166667, 41.35482)
"480","Mesembryanthemum cordifolium",19,13,"08","Barcelonès",146.29,c(2.1520216667, 41.3548133333)
"481","Mesembryanthemum cordifolium",19,13,"08","Barcelonès",146.29,c(2.152055, 41.3548316667)
"482","Mesembryanthemum cordifolium",19,13,"08","Barcelonès",146.29,c(2.15208, 41.3547466667)
"483","Mesembryanthemum cordifolium",19,13,"08","Barcelonès",146.29,c(2.1520333333, 41.3560183333)
"484","Mesembryanthemum cordifolium",19,13,"08","Barcelonès",146.29,c(2.1520366667, 41.3561016667)
"485","Mesembryanthemum cordifolium",19,13,"08","Barcelonès",146.29,c(2.1520633333, 41.3556366667)
"486","Mesembryanthemum cordifolium",19,13,"08","Barcelonès",146.29,c(2.1520483333, 41.35606)
"487","Mesembryanthemum cordifolium",19,13,"08","Barcelonès",146.29,c(2.1520666667, 41.3560283333)
"488","Mesembryanthemum cordifolium",19,13,"08","Barcelonès",146.29,c(2.152095, 41.356115)
"489","Mesembryanthemum cordifolium",19,13,"08","Barcelonès",146.29,c(2.15208, 41.3564116667)
"490","Kalanchoe × houghtonii",19,13,"08","Barcelonès",146.29,c(2.1521633333, 41.354955)
"491","Kalanchoe × houghtonii",19,13,"08","Barcelonès",146.29,c(2.152195, 41.35496)
"492","Mesembryanthemum cordifolium",19,13,"08","Barcelonès",146.29,c(2.1522216667, 41.3556616667)
"493","Mesembryanthemum cordifolium",19,13,"08","Barcelonès",146.29,c(2.15222, 41.35573)
"494","Mesembryanthemum cordifolium",19,13,"08","Barcelonès",146.29,c(2.15235, 41.35483)
"495","Mesembryanthemum cordifolium",19,13,"08","Barcelonès",146.29,c(2.1523333333, 41.35527)
"496","Kalanchoe × houghtonii",19,13,"08","Barcelonès",146.29,c(2.152405, 41.3550483333)
"497","Mesembryanthemum cordifolium",19,13,"08","Barcelonès",146.29,c(2.1523816667, 41.3558516667)
"498","Mesembryanthemum cordifolium",19,13,"08","Barcelonès",146.29,c(2.15251, 41.3570933333)
"499","Mesembryanthemum cordifolium",19,13,"08","Barcelonès",146.29,c(2.15258, 41.35712)
"500","Lantana camara",19,13,"08","Barcelonès",146.29,c(2.1521478519, 41.3670214612)
"501","Mesembryanthemum cordifolium",19,13,"08","Barcelonès",146.29,c(2.1526616667, 41.3571483333)
"502","Mirabilis jalapa",19,13,"08","Barcelonès",146.29,c(2.1499812603, 41.4116020203)
"503","Kalanchoe × houghtonii",19,13,"08","Barcelonès",146.29,c(2.15302, 41.35498)
"504","Mesembryanthemum cordifolium",19,13,"08","Barcelonès",146.29,c(2.1530316667, 41.3555066667)
"505","Senecio angulatus",19,13,"08","Barcelonès",146.29,c(2.1490445361, 41.4323647671)
